job_title; company; company_size; industry; required_experience; posting_date; closing_date; link; job_description
(Analysis) Data Scientist - (Listed IT MNC/$6K to $8.5K + GD BONUS/5 Days/ West);Achieve Career Consultant Pte Ltd(Recruitment Firm);51 - 200 Employees;Human Resources Management/Consulting;Min 2 years (Junior Executive) ;17-June-2018;17-July-2018;https://www.jobstreet.com.sg/en/job/analysis-data-scientist-listed-it-mnc6k-to-85k-gd-bonus5-days-west-6557837?fr=21&src=16&srcr=16; S$6,000 to S$8,500 + AWS + Performance BonusGlobal Listed MNC with Great Career ProgressionMonday to Friday / WestMachine learning/ Deep Learning/ Data Analysis/ Hadoop/ Spark/ Java/ Python/ RCandidate Must be willing to deploy out to government agencyOur Client is a leading Global MNC in IT Solution. They are looking for unique individual to join their growing business as a Data Scientist RESPONSIBILITIES:Work with and alongside stakeholders to model and frame business scenarios that are meaningful and impactful on critical business processes and/or decisionsIdentify what data is available and relevant for problem solvingDesign and develop innovative and effective approaches to solve clients' analytics problemsCollaborate and communicate with management, internal, and external partners regarding analysis results, methodologies, project progress, and issue resolutionProvide guidance and mentoring to less-experienced team membersREQUIREMENTS:Ph.D. or Master degree in Computer Science/Statistics/Mathematics/Physics or a related quantitative disciplineMinimum 2 years’ experience in data analysis/machine learning/deep learningstrong knowledge of data mining algorithms and techniquesStrong knowledge of big data processing framework and tools, such as Spark, Hadoop, MapReduce, etc.Proficiency in one or more programming languages including but not limited to: Python, Java, Scala, RExcellent written and verbal communication skillsAbility to effectively communicate analysis results to customers and negotiate options at management levelsOTHER INFORMATION:         Location                  : West         Working days          : 5 days -  Monday to Friday         Salary                      : $6,000 to $8,500  (salary will commensurate according to experience & qualifications).The Company strives to achieve employee satisfaction and provides conducive working environment, attractive incentives and remuneration to all staff. HOW TO APPLY: If you are a self-driven, resourceful & independent, and more importantly, believe that YOU CAN MAKE A DIFFERENCE, we would like to hear from you. Simply submit your applicationby emailing a detailed copy of your updated Resume in MS Word Format to Wynn Tham Guo Yao (EA Personnel Reg. No.: R1764185) Email: ascend4 @ achievegroup.asiaor call your friendly Consultant, Wynn, at 6590 9946 or 8282 3717 for a confidential discussion. Please indicate the below information in your resume:         Current & Expected Salary         Reason(s) for leaving         Notice Period / Availability to commence workWe regret only short listed candidate will be notified. All applications will be treated with the strictest confidence.By submitting any application or résumé to us, you will be deemed to have agreed and consented to us collecting, using, retaining and disclosing your personal information to prospective employers for their consideration. YOUR SUCCESS IS OUR ACHIEVEMENT!  
(Analysis) Data Scientist - (Listed IT MNC/$6K to $8.5K + GD BONUS/5 Days/ West);Achieve Career Consultant Pte Ltd(Recruitment Firm);51 - 200 Employees;Human Resources Management/Consulting;Min 2 years (Senior Executive) ;13-June-2018;13-July-2018;https://www.jobstreet.com.sg/en/job/analysis-data-scientist-listed-it-mnc6k-to-85k-gd-bonus5-days-west-6550854?fr=21&src=16&srcr=16; S$5,000 to S$7,500 + AWS + Performance BonusGlobal Listed MNC with Great Career ProgressionMonday to Friday / WestMachine learning/ Deep Learning/ Data Analysis/ Hadoop/ Spark/ Java/ Python/ RCandidate Must be willing to deploy out to government agencyOur Client is a leading Global MNC in IT Solution. They are looking for unique individual to join their growing business as a Data Scientist RESPONSIBILITIES:Work with and alongside stakeholders to model and frame business scenarios that are meaningful and impactful on critical business processes and/or decisionsIdentify what data is available and relevant for problem solvingDesign and develop innovative and effective approaches to solve clients' analytics problemsCollaborate and communicate with management, internal, and external partners regarding analysis results, methodologies, project progress, and issue resolutionProvide guidance and mentoring to less-experienced team membersREQUIREMENTS:Ph.D. or Master degree in Computer Science/Statistics/Mathematics/Physics or a related quantitative disciplineMinimum 2 years’ experience in data analysis/machine learning/deep learningstrong knowledge of data mining algorithms and techniquesStrong knowledge of big data processing framework and tools, such as Spark, Hadoop, MapReduce, etc.Proficiency in one or more programming languages including but not limited to: Python, Java, Scala, RExcellent written and verbal communication skillsAbility to effectively communicate analysis results to customers and negotiate options at management levelsOTHER INFORMATION:         Location                  : West         Working days          : 5 days -  Monday to Friday         Salary                      : $5,000 to $7,500  (salary will commensurate according to experience & qualifications).The Company strives to achieve employee satisfaction and provides conducive working environment, attractive incentives and remuneration to all staff. HOW TO APPLY: If you are a self-driven, resourceful & independent, and more importantly, believe that YOU CAN MAKE A DIFFERENCE, we would like to hear from you. Simply submit your applicationby emailing a detailed copy of your updated Resume in MS Word Format to Wynn Tham Guo Yao (EA Personnel Reg. No.: R1764185) Email: ascend4 @ achievegroup.asiaor call your friendly Consultant, Wynn, at 6590 9946 or 8282 3717 for a confidential discussion. Please indicate the below information in your resume:         Current & Expected Salary         Reason(s) for leaving         Notice Period / Availability to commence workWe regret only short listed candidate will be notified. All applications will be treated with the strictest confidence.By submitting any application or résumé to us, you will be deemed to have agreed and consented to us collecting, using, retaining and disclosing your personal information to prospective employers for their consideration. YOUR SUCCESS IS OUR ACHIEVEMENT!  
Data Scientist;TechSearch Pte Ltd(Recruitment Firm);1 - 50 Employees;Human Resources Management/Consulting;Min 4 years (Senior Executive) ;12-June-2018;12-July-2018;https://www.jobstreet.com.sg/en/job/data-scientist-6548811?fr=21&src=16&srcr=16; Responsible for data modeling, linear regression, statistical methods and proprietary data to predict new trends and providing details of the findingsReview industry and technology trends to model meaningful business models and scenarios responsible for providing business directives and effective solutionsCollaborate and communicate with management, stakeholders and business parts regarding analysis results, methodologies, project progress etcImprove existing data governance framework, address data gaps through business process re-engineering and development of new data capture tools  Key Requirements:Degree/ Masters/ PhD in Engineering or Science related disciplineMin 4 years hands-on experience in R, Phython and/or TableauStrong experience in business modeling, data visualisation, techniques and toolsGood communication and presentation skills  Job Offers:Great career prospectsAttractive remuneration packageDynamic working environment   Interested candidates, please send cvs to [email protected] stating your current and expected remuneration package. 
(Analysis) Data Scientist - (Listed IT MNC/$6K to $8.5K + GD BONUS/5 Days/ West);Achieve Career Consultant Pte Ltd(Recruitment Firm);51 - 200 Employees;Human Resources Management/Consulting;Min 2 years (Junior Executive) ;11-June-2018;11-July-2018;https://www.jobstreet.com.sg/en/job/analysis-data-scientist-listed-it-mnc6k-to-85k-gd-bonus5-days-west-6547645?fr=21&src=16&srcr=16; S$5,000 to S$7,500 + AWS + Performance BonusGlobal Listed MNC with Great Career ProgressionMonday to Friday / WestMachine learning/ Deep Learning/ Data Analysis/ Hadoop/ Spark/ Java/ Python/ RCandidate Must be willing to deploy out to government agencyOur Client is a leading Global MNC in IT Solution. They are looking for unique individual to join their growing business as a Data Scientist RESPONSIBILITIES:Work with and alongside stakeholders to model and frame business scenarios that are meaningful and impactful on critical business processes and/or decisionsIdentify what data is available and relevant for problem solvingDesign and develop innovative and effective approaches to solve clients' analytics problemsCollaborate and communicate with management, internal, and external partners regarding analysis results, methodologies, project progress, and issue resolutionProvide guidance and mentoring to less-experienced team membersREQUIREMENTS:Ph.D. or Master degree in Computer Science/Statistics/Mathematics/Physics or a related quantitative disciplineMinimum 2 years’ experience in data analysis/machine learning/deep learningstrong knowledge of data mining algorithms and techniquesStrong knowledge of big data processing framework and tools, such as Spark, Hadoop, MapReduce, etc.Proficiency in one or more programming languages including but not limited to: Python, Java, Scala, RExcellent written and verbal communication skillsAbility to effectively communicate analysis results to customers and negotiate options at management levelsOTHER INFORMATION:         Location                  : West         Working days          : 5 days -  Monday to Friday         Salary                      : $5,000 to $7,500  (salary will commensurate according to experience & qualifications).The Company strives to achieve employee satisfaction and provides conducive working environment, attractive incentives and remuneration to all staff. HOW TO APPLY: If you are a self-driven, resourceful & independent, and more importantly, believe that YOU CAN MAKE A DIFFERENCE, we would like to hear from you. Simply submit your applicationby emailing a detailed copy of your updated Resume in MS Word Format to Wynn Tham Guo Yao (EA Personnel Reg. No.: R1764185) Email: ascend4 @ achievegroup.asiaor call your friendly Consultant, Wynn, at 6590 9946 or 8282 3717 for a confidential discussion. Please indicate the below information in your resume:         Current & Expected Salary         Reason(s) for leaving         Notice Period / Availability to commence workWe regret only short listed candidate will be notified. All applications will be treated with the strictest confidence.By submitting any application or résumé to us, you will be deemed to have agreed and consented to us collecting, using, retaining and disclosing your personal information to prospective employers for their consideration. YOUR SUCCESS IS OUR ACHIEVEMENT!  
Data Scientist;Michael Page(Recruitment Firm);201 - 500 Employees;Human Resources Management/Consulting;Min 5 years (Senior Executive) ;11-June-2018;11-July-2018;https://www.jobstreet.com.sg/en/job/data-scientist-6546565?fr=21&src=16&srcr=16; An excellent opportunity to join a leading market player in the logistics industry as their Data Scientist. Client Details Our client is an established organization in the logistics industry. The business is now focusing on innovation and analytics and as such, they are looking for a Senior Data Scientist to join their team and be part of the Digitalization and Modernization the company is embarking on. Description As a Data Scientist, you will be responsible for:Using data modelling, linear regression, statistical methods and proprietary data to predict new trends and providing details of the findings using the data sets.Reviewing industry and technology trends, best practices and develop and evolve service road map to meet the needs of internal business stakeholders.Assisting the business intelligence (consumer analytic) teamManaging external partners as well as internal engineering, technology and operations teams on translating requirements into technical requirements and deliverable.Profile As a successful applicant, you would have a Bachelor's Degree in Computer Science with at least 4 years of relevant experience in Data Science. You should be well versed with R & Python and have strong experience in solving machine learning problems using Regression Modelling, Classification, Function Approximation, Optimization, Deep Learning. Experience in the utilities and energy industry is advantageous to have. Job OfferMarket LeaderAttractive Salary PackageExcellent Career Progression OpportunitiesTo apply online please click the 'Apply' button below. For a confidential discussion about this role please contact Disha Mohinani (Lic. No. R1871443) on +65 6419 5949. 
Data Scientist (Semiconductor Mfg Equipment) (SSO 130608);TODAY'S CAREER PTE. LTD.(Recruitment Firm);1 - 50 Employees;Human Resources Management/Consulting;Min 3 years (Senior Executive) ;08-June-2018;08-July-2018;https://www.jobstreet.com.sg/en/job/data-scientist-semiconductor-mfg-equipment-sso-130608-6542425?fr=21&src=16&srcr=16; 5 days work week Semiconductor Changi / Tampines  Integrate company tool and customer’s quality data to provide statistical or machine learning analysis to improve company equipment overall efficiencyPartner with customer’s Data science group and company process engineers to define problem statements, acquire and analyse data , create visualization to “explain the data” and to identify sensors of interest that correlate to customer quality data (yield, defect, CD, etch rate etc.)Understand the data infrastructure’s requirements, define the best data storage solution and support company development team to design data analytics applications.These applications will extract data ( and images) from relational databases and big data storages, processing and analysing data, calculating summaries and indicators, detecting patterns and finding the root cause, performing commonality analysis and data mining. Master / Degree in Computer Science/Data Science/Statistics or relevantMin. 3 years’ of experiencePior semiconductor manufacturing data analysis experience preferred Strong knowledge in one or more of the following areas: Big Data Technologies, relational databases, machine learning algorithms, data mining, yield analysis,statistical analysis, and image processing.Expertise in Web development, Hadoop, HBase, Java, Python, R and SQL is/are preferred Strong written and oral communication, analytical, problem solving, leadership and teamwork skills Interested candidates, please state last / expected salaries, notice period together with a recent photograph and email to: [email protected] (In MS Words format preferred)Attn: Serene Ong (Registration No.: R1102059)TODAY'S CAREER PTE. LTD.10 Anson Road International Plaza #30-13Singapore 079903Fax: 6227 6121Employment Agency Number: 96C3160GST Registration Number: 201008417CLog in to our website for the most current list of job advertisements: (Click the advertisement link at Job Seeker page)Website: www.todaycareer.com.sgEmail: [email protected]   
Data Scientist (Machine Learning, Equity Investments) - perm in Banking;DAVID & GOLIATH PTE. LTD(Recruitment Firm);1 - 50 Employees;Human Resources Management/Consulting;Min 6 years (Senior Executive) ;07-June-2018;07-July-2018;https://www.jobstreet.com.sg/en/job/data-scientist-machine-learning-equity-investments-perm-in-banking-6539565?fr=21&src=16&srcr=16; Data Scientist (Machine Learning, Equity Investments) - perm in Investment Banking The Data Science Team is responsible for the positioning and development of the Bank as an information centric business, by effectively harnessing the total Banking knowledge and data available from internal and external sources.  The team would be responsible for leveraging on data science and research at the enterprise level, facilitating enterprise-wide governance on information and developing an integrated knowledge architecture to process, analyse and mine data for better Business decisions.  • Collaborate with the Business (Portfolio Manager/ Researcher) to evaluate and analyse noisy, unstructured data• Drive data science projects for our Equities division right from generating ideas to building models• Evaluate, recommend and implement solutions in the areas of data ingestion, storage and management through sourcing and researching large novel datasets such as transactional data, clickstream data, jobs data, footfall data, satellite data, mobile apps data, shipping data and email receipt data• Evaluate Bloomberg’s New Analytics and Event Driven Feed product for alpha generation• Use of raw news feed which can be used for alpha research for sentiment analytics scores, feature Extraction for Sentiment Analysis• Data exploration/analysis & sentiment-based interday strategy• Backtesting framework on Spark and evaluated signal performance/returns over parameter space (region, holding period, sectors, etc.)• Build scalable models and algorithms to clean, visualize, and analyse large datasets• Generate insights and signals through researching textual content such as emails, news articles and company financial reports, and implementing data science models.  In return for this excellent career opportunity, we ask that you have the following:• Tertiary degree in technical disciplines including engineering, computer science, and applied sciences. Background in Financial Engineering, Mathematics, or Statistics is also desirable.• Practical implementation of modelling techniques like Linear Regression with Regularization, Boosted Trees, Logistic Regression with Regularization, K-Means, Principal Component Analysis, NLP (word embeddings), Text feature extraction etc• Experience working with large unstructured data sets and distributed computing tools (Mapreduce, Spark, Hadoop, Hive, etc.)• Experience with enterprise databases, in traditional and alternative database technologies (SQL and NoSQL)• Relevant experience in advanced statistical modelling and machine learning methods to develop robust predictive models• Hacking skills (ability to quickly prototype solutions for diverse needs)• Data manipulation – comfortable handling multiple data types across varying frequencies and complexities as well as familiar in feature selection and transformation• Fluency in R, Python and/or other similar languages• Adept in data visualization• Ability to work in a challenging environment and is creative in coming up with solutions to solve complex problems• Strong communication skills and enjoys working in a collaborative environment• A passion for data, technology and investing *Disclaimer:      Candidates who are shortlisted will go through Video Interviews, Technical Tests and Face to Face interviews. If this speaks to you and you are ready for a new challenge, please send your Resume in MS word format to [email protected]Even if you are not interested, you can still park your CV with us for other Banking IT positions or forward this Advertisement to your counterparts with the relevant Banking IT experiences I am looking for. We Seek to:• Understand your personal circumstances, needs and ideals• Present your credentials to our clients only with your permission• Strategize and consult with youYour application will be kept with the strictest of confidence.  
Data Scientist;    							    							        							       Hatch Asia - Executive Search Divison    							     																						(Recruitment Firm);1 - 50 Employees;Human Resources Management/Consulting;Min 4 years (Senior Executive) ;07-June-2018;07-July-2018;https://www.jobstreet.com.sg/en/job/data-scientist-6535696?fr=21&src=16&srcr=16; Our Client is a machine learning company committed to build advanced technologies in the world of healthcare. Your Challenges The successful candidate is a skilled data scientist and will be building deep learning models for medical image diagnosis applications such as segmentation, localization and classification of abnormalities.The candidate will write high quality model with high performance and good memory management, together with state-of-the-art accuracies and embed into our proprietary software.What It Takes Min Bachelor / Master / PhD in Engineering or Computing or Mathematics or SciencesKnowledgeable on Computer Vision / Image Segmentation, Localization, ClassificationKnows Tensorflow or Theano or TorchStrong Python, C++ or Java coderGood knowledge of Numpy, Pandas, Sklearn, Scipy, SeabornKnows how to build deep learning models like RNN and CNN and other neural network models. Other Information You will be required to relocate to Beijing for this role.This role provides a progressive career path with equity based on performance. Interested candidates please click the "Apply For This Job" Button. All information will be kept in the strictest confidential.Only shortlisted candidates will be notified.Employment Agency No            : 11C5794  
Senior Data Scientist - R/Python;Michael Page(Recruitment Firm);201 - 500 Employees;Human Resources Management/Consulting;Min 5 years (Senior Executive) ;07-June-2018;07-July-2018;https://www.jobstreet.com.sg/en/job/senior-data-scientist-rpython-6537716?fr=21&src=16&srcr=16; A fantastic opportunity to be part of a dynamic transformation journey at one of the well-known conglomerates specializing in utilities, property and marine solutions. Client Details Our client is an established multinational employing over 8000 employees worldwide. Their reach spans across the globe with a very strong presence around the Asia Pacific region. The business is now focusing on innovation and analytics and as such, they are looking for a Senior Data Scientist to join their team and be part of the Digitalization and Modernization the company is embarking on. Description As a Senior Data Scientist, you will be responsible for:Working on technologies like Python and R hands onLooking into machine learning solutions and using prediction models to solve problemsUsing statistics and historical methods to do validationsCommunicating technical terms in the simplest way possible to various stakeholdersSolving real life problems through data setsDeveloping algorithms and platforms to generate insights on the businessWorking with big data platforms and tools to design applications that can be used globallyImpacting the business through cutting edge analytics applicationsDelving deeper into feature engineering and forecasting while testing models through the use of model tuning and parameter optimisationDelivering data science projects with technical and business stakeholdersProfile As a successful applicant, you would have a Bachelor's Degree in Computer Science with at least 5 years of relevant experience in Data Science. You should be well versed with R & Python and have strong experience in solving machine learning problems using Regression Modeling, Classification, Function Approximation, Optimization, Deep Learning. Experience in the utilities and energy industry is advantageous to have. Job OfferFast Career ProgressionExciting Innovation ProjectsAttractive Salary PackageTo apply online please click the Apply button below. For a confidential discussion about this role please contact Nashmi Chugani (Lic No: R1552227) on +65 6416 9819  
Senior Data Scientist - R/Python;Michael Page(Recruitment Firm);201 - 500 Employees;Human Resources Management/Consulting;Min 5 years (Senior Executive) ;06-June-2018;06-July-2018;https://www.jobstreet.com.sg/en/job/senior-data-scientist-rpython-6536398?fr=21&src=16&srcr=16; A fantastic opportunity to be part of a dynamic transformation journey at one of the well-known conglomerates specializing in utilities, property and marine solutions. Client Details Our client is an established multinational employing over 8000 employees worldwide. Their reach spans across the globe with a very strong presence around the Asia Pacific region. The business is now focusing on innovation and analytics and as such, they are looking for a Senior Data Scientist to join their team and be part of the Digitalization and Modernization the company is embarking on. Description As a Senior Data Scientist, you will be responsible for:Working on technologies like Python and R hands onLooking into machine learning solutions and using prediction models to solve problemsUsing statistics and historical methods to do validationsCommunicating technical terms in the simplest way possible to various stakeholdersSolving real life problems through data setsDeveloping algorithms and platforms to generate insights on the businessWorking with big data platforms and tools to design applications that can be used globallyImpacting the business through cutting edge analytics applicationsDelving deeper into feature engineering and forecasting while testing models through the use of model tuning and parameter optimisationDelivering data science projects with technical and business stakeholdersProfile As a successful applicant, you would have a Bachelor's Degree in Computer Science with at least 5 years of relevant experience in Data Science. You should be well versed with R & Python and have strong experience in solving machine learning problems using Regression Modeling, Classification, Function Approximation, Optimization, Deep Learning. Experience in the utilities and energy industry is advantageous to have. Job OfferFast Career ProgressionExciting Innovation ProjectsAttractive Salary PackageTo apply online please click the Apply button below. For a confidential discussion about this role please contact Nashmi Chugani (Lic No: R1552227) on +65 6416 9819 
Data Scientist;    							    							        							       Page Personnel    							     																						(Recruitment Firm);51 - 200 Employees;Human Resources Management/Consulting;Min 2 years (Senior Executive) ;06-June-2018;06-July-2018;https://www.jobstreet.com.sg/en/job/data-scientist-6536210?fr=21&src=16&srcr=16; Our client offers career a solid career plan and plenty of opportunities to growth. Be part of a major digital transformation project while being exposed to new and innovative technologies. Client Details We are working with a leading multinational professional services company focused on helping business grow and turn their information into action using a smarter decision making process. Description Design and implement data analytics systems using new technologies and techniques. Architect and integrate data and systems effectively. Develop systems and solutions to efficiently extract data from multiple sources which will be later used to facilitate the decision making process. Work with complex and large data management databases. Profile Masters Degree or Ph.D in Computer Science, Statistics, Mathematics or equivalent, with at least 2 years of relevant working experience in quantitative analytics or data modelling.Good understanding of predictive modelling, machine learning, clustering and algorithms.Fluency in two or more of the following - Python, R, JAVA, C, C++, Scala, SQL, Shell Scripting.Familiarity with Big Data frameworks and visualisation tools (Cassandra, Hadoop, Spark, Tableau).Comfortable working in a fast paced environment with a good degree of independence.Job Offer You will be exposed to new technologies, good learning curve and career development within the company. This is a really exciting position for people who like to impact a business direction and improve the way they operate in the future. To apply online please click the 'Apply' button below. For a confidential discussion about this role please contact Amrita Chandran on +65 6416 9820. 
(Analysis) Data Scientist - (Listed IT MNC/$6K to $8.5K + GD BONUS/5 Days/ West);Achieve Career Consultant Pte Ltd(Recruitment Firm);51 - 200 Employees;Human Resources Management/Consulting; Entry Level;06-June-2018;06-July-2018;https://www.jobstreet.com.sg/en/job/analysis-data-scientist-listed-it-mnc6k-to-85k-gd-bonus5-days-west-6535566?fr=21&src=16&srcr=16; S$6,000 to S$8,500 Basic + AWS + BonusGlobal Listed MNC with Great Career ProgressionMonday to Friday / WestMachine learning/ Deep Learning/ Data Analysis/ Hadoop/ Spark/ Java/ Python/ RCandidate Must be willing to deploy out to government agencyOur Client is a leading Global MNC in IT Solution. They are looking for unique individual to join their growing business as a Data Scientist RESPONSIBILITIES:Work with and alongside stakeholders to model and frame business scenarios that are meaningful and impactful on critical business processes and/or decisionsIdentify what data is available and relevant for problem solvingDesign and develop innovative and effective approaches to solve clients' analytics problemsCollaborate and communicate with management, internal, and external partners regarding analysis results, methodologies, project progress, and issue resolutionProvide guidance and mentoring to less-experienced team membersREQUIREMENTS:Ph.D. or Master degree in Computer Science/Statistics/Mathematics/Physics or a related quantitative disciplineMinimum 2 years’ experience in data analysis/machine learning/deep learningstrong knowledge of data mining algorithms and techniquesStrong knowledge of big data processing framework and tools, such as Spark, Hadoop, MapReduce, etc.Proficiency in one or more programming languages including but not limited to: Python, Java, Scala, RExcellent written and verbal communication skillsAbility to effectively communicate analysis results to customers and negotiate options at management levelsOTHER INFORMATION:         Location                  : West         Working days          : 5 days -  Monday to Friday         Salary                      : $6,000 to $8,500  (salary will commensurate according to experience & qualifications).The Company strives to achieve employee satisfaction and provides conducive working environment, attractive incentives and remuneration to all staff. HOW TO APPLY: If you are a self-driven, resourceful & independent, and more importantly, believe that YOU CAN MAKE A DIFFERENCE, we would like to hear from you. Simply submit your applicationby emailing a detailed copy of your updated Resume in MS Word Format to Wynn Tham Guo Yao (EA Personnel Reg. No.: R1764185) Email: ascend4 @ achievegroup.asiaor call your friendly Consultant, Wynn, at 6590 9946 or 8282 3717 for a confidential discussion. Please indicate the below information in your resume:         Current & Expected Salary         Reason(s) for leaving         Notice Period / Availability to commence workWe regret only short listed candidate will be notified. All applications will be treated with the strictest confidence.By submitting any application or résumé to us, you will be deemed to have agreed and consented to us collecting, using, retaining and disclosing your personal information to prospective employers for their consideration. YOUR SUCCESS IS OUR ACHIEVEMENT!  
Data Scientist;Hudson Global Resources ( HQ )(Recruitment Firm);51 - 200 Employees;Human Resources Management/Consulting; Junior Executive ;06-June-2018;06-July-2018;https://www.jobstreet.com.sg/en/job/data-scientist-6535486?fr=21&src=16&srcr=16;   Major Multi-nations Company in Singapore Newly Created roleKey Regional Role Our client is one of the well established MNCs in Asia with specialisation in Big Data and Data Analytic in the financial sector. It has a strong regional hub in Singapore with global liaison. Now, it is looking to hire a highly experienced Data Scientist.This role will be tasked to work on big data/quantitative analytic projects. This role will be a combination of hands-on conceptualising and implementation work.Requirement:PHD or Master degree holder in any quantitative discipline like Mathematics, Physics or Data Science/analytic.At least 3 years in data scientific research and/or any other related quantitative area.Strong work experience with technologies like: Python, R, Matlab etcProven communication and interpersonal skills within an international and multi-cultural environment.To submit your application, please apply online using the appropriate link below or email your CV in Microsoft Words format to [email protected] quoting SG132280 in your email subject title. Your interest will be treated in the strictest of confidence.Chua Keow Por |Reg. #: R1105253 | Hudson Global Resources (Singapore) Pte Ltd | EA Licence #: 03C4590 
Data Scientist - Perm - German MNC;Evolution Recruitment Solutions Pte Ltd(Recruitment Firm);51 - 200 Employees;Human Resources Management/Consulting;Min 5 years (Senior Manager) ;05-June-2018;05-July-2018;https://www.jobstreet.com.sg/en/job/data-scientist-perm-german-mnc-6532435?fr=21&src=16&srcr=16; We are looking for an individual who will manage our client's data-related initiatives such as Predictive Analytics, Big Data, Data Lake and Business Intelligence.Your primary focus will be in managing a team of data experts with different orientations such Data Science, Business Intelligence or Big Data. The goal of the team will be to define, develop and constantly improve concepts for gaining insights from customer and financial data. Responsibilities:Managing the Data Science TeamInitiating and driving predictive analytics projects in the AAP Region with alignment to the headquarters and across regionsInitiating and driving big data and data lake Initiatives in the AAP Region with alignment to the headquarters and across regionsManaging of regional BI projects with a strategic alignment of data lake initiatives Requirement:Degree in Computer Science, Mathematics, Physics or equivalentWell versed in the context of statistical methods, machine learning, data mining, artificial intelligence and related topicsSound knowledge and practical experience in statistics and data analysisGood applied statistics skills, such as distributions, statistical testing, regression, etc.Good understanding of machine learning techniques and algorithms, such as Decision Trees and Random Forest, Neural Networks etc.Experience with predictive analytic tools like SPSS Modeler or equivalentExperience with scripting languages and object-oriented languages such as Java, R, Python etc.Experience with relational databases and NoSQL databasesExperience with big data technologies such as MapReduce or Hadoop etc.Possess strong leadership and customer-oriented attitudeData-oriented personalityAbility to recognize and analyse highly complex processes and connections and to develop new approaches to solutionsAbility to explain complex relationships clearly and precisely to different target groups and to explain the specific usefulness of the solutionsHighly motivated individual and able to work independently as well as a team playerExcellent communication skills in both written and oral with cross-cultural competenceSeveral years of professional experience preferably with scientific backgroundExperience of working in a large, multi-brand/multi-culture international organisationUnderstanding principles of project management in the delivery of key initiativesStrong vendor management experience 
(Analysis) Data Scientist - (Listed IT MNC/$6K to $8.5K + GD BONUS/5 Days/ West);Achieve Career Consultant Pte Ltd(Recruitment Firm);51 - 200 Employees;Human Resources Management/Consulting; Entry Level;04-June-2018;04-July-2018;https://www.jobstreet.com.sg/en/job/analysis-data-scientist-listed-it-mnc6k-to-85k-gd-bonus5-days-west-6529883?fr=21&src=16&srcr=16; S$6,000 to S$8,500 Basic + AWS + BonusGlobal Listed MNC with Great Career ProgressionMonday to Friday / WestMachine learning/ Deep Learning/ Data Analysis/ Hadoop/ Spark/ Java/ Python/ RCandidate Must be willing to deploy out to government agencyOur Client is a leading Global MNC in IT Solution. They are looking for unique individual to join their growing business as a Data Scientist RESPONSIBILITIES:Work with and alongside stakeholders to model and frame business scenarios that are meaningful and impactful on critical business processes and/or decisionsIdentify what data is available and relevant for problem solvingDesign and develop innovative and effective approaches to solve clients' analytics problemsCollaborate and communicate with management, internal, and external partners regarding analysis results, methodologies, project progress, and issue resolutionProvide guidance and mentoring to less-experienced team membersREQUIREMENTS:Ph.D. or Master degree in Computer Science/Statistics/Mathematics/Physics or a related quantitative disciplineMinimum 2 years’ experience in data analysis/machine learning/deep learningstrong knowledge of data mining algorithms and techniquesStrong knowledge of big data processing framework and tools, such as Spark, Hadoop, MapReduce, etc.Proficiency in one or more programming languages including but not limited to: Python, Java, Scala, RExcellent written and verbal communication skillsAbility to effectively communicate analysis results to customers and negotiate options at management levelsOTHER INFORMATION:         Location                  : West         Working days          : 5 days -  Monday to Friday         Salary                      : $6,000 to $8,500  (salary will commensurate according to experience & qualifications).The Company strives to achieve employee satisfaction and provides conducive working environment, attractive incentives and remuneration to all staff. HOW TO APPLY: If you are a self-driven, resourceful & independent, and more importantly, believe that YOU CAN MAKE A DIFFERENCE, we would like to hear from you. Simply submit your applicationby emailing a detailed copy of your updated Resume in MS Word Format to Wynn Tham Guo Yao (EA Personnel Reg. No.: R1764185) Email: ascend4 @ achievegroup.asiaor call your friendly Consultant, Wynn, at 6590 9946 or 8282 3717 for a confidential discussion. Please indicate the below information in your resume:         Current & Expected Salary         Reason(s) for leaving         Notice Period / Availability to commence workWe regret only short listed candidate will be notified. All applications will be treated with the strictest confidence.By submitting any application or résumé to us, you will be deemed to have agreed and consented to us collecting, using, retaining and disclosing your personal information to prospective employers for their consideration. YOUR SUCCESS IS OUR ACHIEVEMENT!  
